acquisition_orientation	autocorrelation_model	b0_unwarping_software	coordinate_space	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	length_of_blocks	length_of_runs	length_of_trials	matrix_size	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives	doi	pmid	year	title	source_title
																																								28.0																																											10.1530/endoabs.37.EP1049		2016	Influence Of Vascular Variant Of The Posterior Cerebral Artery (PCA) On Cerebral Blood Flow, Vascular Response To CO2 And Static Functional Connectivity	Plos One
																																								4.0										0.51														65.0	41.11	20.0																	10.1038/s41398-018-0328-y	30531858.0	2018	Ventral Striatal Dopamine Transporter Availability Is Associated With Lower Trait Motor Impulsivity In Healthy Adults	Translational Psychiatry
						3.0					False									both			Inclusion: exposure to traumatic combat events. Exclusion: substance dependence within the past 3 months; current/past bipolar, psychotic, cognitive disorders.								480.0	variable							24.0	26.0	3.0	3.0		False						1.0					GE	X750 Discovery 								48.0	31.0	22.0				eventrelated													10.1017/S0033291716000374	26979659.0	2016	Neurobiological Correlates Of Distinct Post-Traumatic Stress Disorder Symptom Profiles During Threat Anticipation In Combat Veterans	Psychological Medicine
																																								15.0																																											10.1111/adb.12766	31066137.0	2019	Brain Responses To Anticipating And Receiving Beer: Comparing Light, AtâRisk, And Dependent Alcohol Users	Addiction Biology
								http://anima.fz-juelich.de/api/studies/Genon_CBPrightPMd_2016																																30.0																																											10.1093/cercor/bhw065	26965906.0	2016	The Right Dorsal Premotor Mosaic: Organization, Functions, And Connectivity	Cerebral Cortex
																																								100.0																																											10.1371/journal.pone.0134819	26244873.0	2015	Physical Activity Is Linked To Greater Moment-To-Moment Variability In Spontaneous Brain Activity In Older Adults	Plos One
T > C -2.6	autoregressive model		mni	30.0	192.0	3.0	80.0		True	unified segmentation approach, Normalized Mutual Information	True	Patients with major depression (MDD; n=48), first-degree relatives of MDD patients (REL; n=49), healthy controls (HC; n=106)	GLM	randommixedeffects	between subject factors: group; condition; subject 	Repeated measures analysis of vairance		True	within-subject factor: Left/right amygdala	both	Canonical HRF	128 seconds	The data was collected in two independent studies. The first one (study 1) was conducted in Berlin, Bonn, and Mannheim, Germany from 2009-2013 and included first-degree relatives of MDD patients and c	4th Degree B-Spline	SPM	nonlinear		Generalized linear modeling	SPM	30.0	274.0	5	64.0						8.0	12.0	1.0	453.0	T1			descending	Slice Timing, Presubstracted Phase and Magnitude Data, Realign & Unwarp, Coregister: Estimate, Segment, Normalize: write, Smooth, Normalize: write			0.56	echo-planar imaging 	Realignment check, Normalization check, Movement exclusion (>3mm translation, >1degree rotation)	2000.0		Siemens	MAGNETOM Trio Tim	1.0	4.0		8.0	isotropic gauss kernel 	SPM	12	54.0	30.7	18.0	1.0			blocked	True	False	True	True	False	True		False	True	True	True	False	10.1017/S0033291719002885		2019	Amygdala Functional Connectivity In Major Depression â Disentangling Markers Of Pathology, Risk And Resilience	Psychological Medicine
								http://anima.modelgui.org/studies/Reid_WorkingMemory_2015																																25.0																																											10.1007/s00429-015-1060-5	25982222.0	2015	Multimodal Connectivity Mapping Of The Human Left Anterior And Posterior Lateral Prefrontal Cortex	Brain Structure And Function
																																								14.0																																											10.1016/j.neubiorev.2018.06.009	29944961.0	2018	Meta-analytic Evidence For A Core Problem Solving Network Across Multiple Representational Domains	Neuroscience & Biobehavioral Reviews
								http://anima.modelgui.org/studies/Eickhoff_dmPFC_2014																																12.0																																											10.1093/cercor/bhu250	25331597.0	2014	Functional Segregation Of The Human Dorsomedial Prefrontal Cortex	Cerebral Cortex
			mni			3.0			True		True	mild cognitive impairment patients vs cognitively normal elderly																												20.0		27.0	T1							0.38					Siemens, Philips							NeuroImaging Analysis Kit	0.12.18		72.0																		10.3389/fnagi.2015.00242	26733866.0	2015	Common Effects Of Amnestic Mild Cognitive Impairment On Resting-State Connectivity Across Four Independent Studies	Frontiers In Aging Neuroscience
																																								2.0																																											10.1016/j.neuroimage.2011.12.044		2012	Cortico-subthalamic White Matter Tract Strength Predicts Interindividual Efficacy In Stopping A Motor Response	NeuroImage
								http://anima.modelgui.org/studies/Goodkind_Psychiatric_2015																																3.0																																											10.1001/jamapsychiatry.2014.2206	25651064.0	2015	Identification Of A Common Neurobiological Substrate For Mental Illness	JAMA Psychiatry
								http://anima.modelgui.org/studies/Amft_Social_Affective_2015																																19.0																																											10.1007/s00429-013-0698-0	24399179.0	2014	Definition And Characterization Of An Extended Social-Affective Default Network	Brain Structure And Function
								http://anima.modelgui.org/studies/Caspers_ActionImitationObservation_2010																																3.0																																											10.1016/j.neuroimage.2009.12.112	20056149.0	2010	ALE Meta-Analysis Of Action Observation And Imitation In The Human Brain	NeuroImage
																																								6.0																																											10.1093/scan/nsy011	29447377.0	2018	Behavioral And Neural Indices Of Affective Coloring For Neutral Social Stimuli	Social Cognitive And Affective Neuroscience
						3.0																																		153.0															Siemens							spm	12							other						True							10.1016/j.appet.2018.04.023		2018	Just Add Water: Effects Of Added Gastric Distention By Water On Gastric Emptying And Satiety Related Brain Activity	Appetite
								http://anima.modelgui.org/studies/Clos_Brocas_2013																																22.0																																											10.1016/j.neuroimage.2013.06.041	23791915.0	2013	Tackling The Multifunctional Nature Of Broca's Region Meta-Analytically: Co-activation-based Parcellation Of Area 44	NeuroImage
								http://anima.fz-juelich.de/api/studies/Hu_2015_self																																9.0																																											10.1016/j.neubiorev.2015.12.003		2016	Distinct And Common Aspects Of Physical And Psychological Self-Representation In The Brain: A Meta-Analysis Of Self-Bias In Facial And Self-Referential Judgements	Neuroscience & Biobehavioral Reviews
								http://anima.modelgui.org/studies/Hoffstaedter_aMCC_FC																																6.0																																											10.1002/hbm.22363	24115159.0	2013	The Role Of Anterior Midcingulate Cortex In Cognitive Motor Control	Human Brain Mapping
T > C-20.0 			mni	58.0	208.0	3.0	90.0	https://db.humanconnectome.org/	True	BBR cost function, BBRegister FreeSurfer															FreeSurfer/FSL	nonlinear								spline			"""topup"" FSL"	"FLIRT + ""topup"" toolbox, FSL (produces nonlinear transform)"		48.0						interleaved	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3720813/figure/F19/				slice-accelerated multiband (MB) acquisitions		7060.0		Siemens	Magnetom Connecome Skyra syngo MR D11		2.0			Care is taken in the fMRIVolume pipeline to minimize the smoothing from interpolation, and no overt volume smoothing is done	FreeSurfer/FSL	5.2				2.0				True				True						False		10.1016/j.neuroimage.2013.05.041	23684880.0	2013	The WU-Minn Human Connectome Project: An Overview	NeuroImage
55		FSL	mni	10000.0	256.0	3.0	13.0		True		False	no								right			None of the partici-pants had ever suffered from any psychiatric or neurologi-cal disease, and none had any contraindications for MRI scanning.										256.0							4.0	0.0	0.0	T1				FSL-SPM		acceleration factor of 2 	50.0	single-shot 			1.0	General Electric	echo planar imaging		3.0				FSL, SPM	FSL4.1, SPM8	25.0	22.7	19.0	1.0	MNI152		other	True			False							False		10.1002/hbm.22745	25619891.0	2015	Determination Of The Posterior Boundary Of Wernicke's Area Based On Multimodal Connectivity Profiles	Human Brain Mapping
																																								18.0																																											10.3389/fnhum.2015.00285	26029095.0	2015	Can Apparent Resting State Connectivity Arise From Systemic Fluctuations?	Frontiers In Human Neuroscience
																																								2.0																																											10.3945/ajcn.116.140145	28179221.0	2017	Frontostriatal And Behavioral Adaptations To Daily Sugar-Sweetened Beverage Intake: A Randomized Controlled Trial	The American Journal Of Clinical Nutrition
								http://anima.modelgui.org/studies/Bzdok_Amygdala_2013																																8.0																																											10.1002/hbm.22138	22806915.0	2012	An Investigation Of The Structural, Connectional, And Functional Subspecialization In The Human Amygdala	Human Brain Mapping
											False									right			Native English-speakers with normal or corrected to normal vision, with no history of neurological or psychiatric illness, recruited from the University of York																	36.0		7.0								0.34														29.0	20.5	18.0																	10.1016/j.neuroimage.2018.06.074		2018	Meaningful Inhibition: Exploring The Role Of Meaning And Modality In Response Inhibition	NeuroImage
																																								25.0																																											10.1002/hbm.23216	27145472.0	2016	Toward A Cumulative Science Of Functional Integration: A Meta-Analysis Of Psychophysiological Interactions	Human Brain Mapping
																																								3.0																																											10.1523/JNEUROSCI.3486-16.2017	28264981.0	2017	Reason's Enemy Is Not Emotion: Engagement Of Cognitive Control Networks Explains Biases In Gain/Loss Framing	The Journal Of Neuroscience
			mni						True											right																				12.0																																											10.1523/JNEUROSCI.1984-18.2018	30446530.0	2018	Individual Differences In Dopamine Are Associated With Reward Discounting In Clinical Groups But Not In Healthy Adults	The Journal Of Neuroscience
																																								7.0																																											10.1177/2398212818810591	30542659.0	2018	Thinking About Thinking: A Coordinate-Based Meta-Analysis Of Neuroimaging Studies Of Metacognitive Judgements	Brain And Neuroscience Advances
axial			mni	25.0	192.0	3.0	75.0		True	Boundary-based registration in FLIRT	False														FSL FLIRT and FNIRT	nonlinear					565.0	4.6	64.0						120.0	4.0	4.0	2.0				interleaved			none		Gradient-echo echoplanar		2500.0	3.0	Siemens	Trio	0.0	3.0		6.0				30.0	22.4	18.0				eventrelated				True							True		10.1016/j.neuron.2014.10.013	25459409.0	2014	Functionally Dissociable Influences On Learning Rate In A Dynamic Environment	Neuron
																																								35.0																									40.0																		10.1371/journal.pone.0140134	26517540.0	2015	Reproducibility And Temporal Structure In Weekly Resting-State fMRI Over A Period Of 3.5 Years	Plos One
																																								24.0																																											10.1016/j.neuroimage.2019.116116		2019	Sex-related Differences In Intrinsic Brain Dynamism And Their Neurocognitive Correlates	NeuroImage
																																								1.0																																											10.1002/hbm.23255	27195942.0	2016	Resting State Morphology Predicts The Effect Of Theta Burst Stimulation In False Belief Reasoning	Human Brain Mapping
axial			mni	24.0	65536.0	3.0	70.0		True		False						SPM			right					FSL	linear			SPM		480.0	variable	135168.0						15.0	15.0	8.0		T1			interleaved				0.0			1.7		Siemens	Magnetom Skyra		4.0				FSL	5.0	38.0	23.6	19.0	2.0			eventrelated				True	True								10.1093/scan/nsy018	29618125.0	2018	Distributed Affective Space Represents Multiple Emotion Categories Across The Human Brain	Social Cognitive And Affective Neuroscience
sagittal			mni	3.0	224.0	3.0	7.0				True	Healthy controls / Migraine (episodic & chronic) / Tension-type headache (episodic & chronic)				ANCOVA	GLM flex			both					SPM8	nonlinear							224.0					DARTEL		11.0			T1							0.39	MPRAGE		2530.0	1.5	Siemens 	Magnetom Tim Trio		1.0		8.0	Gaussian	VBM8 toolbox		64.0	37.59	18.0	1.5			other	False			True	False		False			False	True		10.1186/s10194-018-0834-6	29335889.0	2018	Comparison Of Gray Matter Volume Between Migraine And âStrict-Criteriaâ Tension-Type Headache	The Journal Of Headache And Pain
Axial	AR1		mni	31.0	3.0	3.0	80.0		True				FLAME-1	randommixedeffects		GLM	FSL				Standard gamma function	100s				linear		GLM	FSL		600.0	3	64.0				FSL: Standard motion correction, plus ICA-AROMA		20.0	4.0	1.0					interleaved			IPAT=2		EPI		2000.0	2.0	Siemens	TIM Trio		3.0		6.0	Gaussian	FSL	5.0.4					MNI152_T1_2mm		eventrelated	False		True	True	True	False				False	True	True	10.1038/s41598-017-11872-z	28900267.0	2017	Investigating The Neural Correlates Of Smoking: Feasibility And Results Of Combining Electronic Cigarettes With fMRI	Scientific Reports
			mni						True	FSL FLIRT															FSL FLIRT	linear					980.0	1				First volume			203.0	6.0	1.0		T1	True	AFNI minimise unmodelled variance 									2.0						8.0	Gaussian	FSL					2.0			eventrelated				True	True					True	True		10.1016/j.neuroimage.2019.02.041		2019	The Processing Of Color Preference In The Brain	NeuroImage
																																								6.0																																											10.1016/j.dcn.2016.06.002	27344035.0	2016	Negative Functional Coupling Between The Right Fronto-Parietal And Limbic Resting State Networks Predicts Increased Self-Control And Later Substance Use Onset In Adolescence	Developmental Cognitive Neuroscience
																																								36.0																																											10.1136/jnnp-2016-314978	28473626.0	2017	Patterns Of Atrophy In Pathologically Confirmed Dementias: A Voxelwise Analysis	Journal Of Neurology, Neurosurgery & Psychiatry
						3.0		https://osf.io/375gg/			False	adult life span				Regression				both			Subjects were excluded if they reported any history of psychiatric illness in a screening interview (a Structured Clinical Interview for DSM-IV Diagnosis (First et al., 1997) was also available for al		AFNI			Regression											3.0	9.0	7.0	14.0								0.44					Philips							AFNI		83.0	49.71	22.0				eventrelated			True	True		True			False				10.1093/scan/nsy021	29618082.0	2018	Subjective Value Representations During Effort, Probability And Time Discounting Across Adulthood	Social Cognitive And Affective Neuroscience
								http://atlas.brainnetome.org																																9.0																																											10.1093/cercor/bhw157	27230218.0	2016	The Human Brainnetome Atlas: A New Brain Atlas Based On Connectional Architecture	Cerebral Cortex
																																								25.0																																											10.1093/braincomms/fcaa199	33409490.0	2020	Amplified Engagement Of Prefrontal Cortex During Control Of Voluntary Action In Tourette Syndrome	Brain Communications
																																								2.0																																											10.1016/j.nicl.2019.101960	31398555.0	2019	Aberrant Activity In Conceptual Networks Underlies N400 Deficits And Unusual Thoughts In Schizophrenia	NeuroImage: Clinical
																																								10.0																																											10.1126/scitranslmed.aaz4069	32161102.0	2020	Neurophysiological Signatures In Alzheimerâs Disease Are Distinctly Associated With TAU, Amyloid-Î Accumulation, And Cognitive Decline	Science Translational Medicine
Oblique  axial	AR(1)		mni	25.0	192.0	3.0	90.0		True												Canonical HRF	128 s			SPM8	nonlinear			SPM			variable	64.0			The first image of first session	SPM	VBM		4.0						interleaved	 Realign, slice timing correction, segmentation, normalization, and smoothing.		GRAPPA, 2		GRE EPI		2500.0	1.5	Siemens	Trio	0.0	3.0	SPM	6.0	Gaussian	SPM	8							hybridblockevent	False	False	True	True	True	False		False	False	True	True	False	10.1073/pnas.1602641113	27688764.0	2016	Rawlsian Maximin Rule Operates As A Common Cognitive Anchor In Distributive Justice And Risky Decisions	Proceedings Of The National Academy Of Sciences
			mni			3.0			True	Rigid, linear	False	Healthy adults 												Linear	ANTs	nonlinear												Symmetric Normalisation (SyN)		23.0			T1-weighted							0.34				1.0	Philips	Achieva				3.0	Gaussian			53.0	35.0	20.0			Cross correlation					True							True		10.1002/hbm.24510	30648315.0	2019	Quantitative Neuroimaging Measures Of Myelin In The Healthy Brain And In Multiple Sclerosis	Human Brain Mapping
																																								4.0																																											10.3389/fnins.2016.00529	27917106.0	2016	Reward Sensitivity Enhances Ventrolateral Prefrontal Cortex Activation During Free Choice	Frontiers In Neuroscience
																																								35.0																																											10.1523/ENEURO.0084-17.2017	29034316.0	2017	Large-Scale Network Coupling With The Fusiform Cortex Facilitates Future Social Motivation	Eneuro
																																								2.0																																											10.1080/17470919.2017.1308880		2017	Neural Evidence That The Behavioral Inhibition System Is Involved In Existential Threat Processing	Social Neuroscience
																																								12.0																																											10.1038/s41398-019-0670-8	31827073.0	2019	Resting-state Functional Connectivity In Women With PMDD	Translational Psychiatry
								https://figshare.com/articles/basc/1285615																																18.0																																											10.1016/j.neuroimage.2010.02.082		2010	Multi-level Bootstrap Analysis Of Stable Clusters In Resting-State fMRI	NeuroImage
								http://github.com/NeuroanatomyAndConnectivity/gradient_analysis/																																10.0																																											10.1073/pnas.1608282113	27791099.0	2016	Situating The Default-Mode Network Along A Principal Gradient Of Macroscale Cortical Organization	Proceedings Of The National Academy Of Sciences
																																								6.0																																											10.1038/s41593-019-0549-2		2019	Confirmation Bias In The Utilization Of Othersâ Opinion Strength	Nature Neuroscience
																																								5.0																																											10.1038/s41598-018-34987-3	30420682.0	2018	Acute Alcohol Administration Dampens Central Extended Amygdala Reactivity	Scientific Reports
																																								4.0																																											10.1093/cercor/bhz045	30877791.0	2019	Corticostriatal Circuits Encode The Subjective Value Of Perceived Control	Cerebral Cortex
																																								19.0																																											10.1016/j.psyneuen.2020.104585		2020	Association Of Naturally Occurring Sleep Loss With Reduced Amygdala Resting-State Functional Connectivity Following Psychosocial Stress	Psychoneuroendocrinology
																																								14.0																																											10.1523/JNEUROSCI.5685-11.2012	22745508.0	2012	A Temporal Bottleneck In The Language Comprehension Network	The Journal Of Neuroscience
Transverse				30.0	240.0	3.0	90.0				True			randommixedeffects			SPM																64.0							12.0						interleaved					Gradient-echo echo-planar imaging		2000.0		Siemens	Siemens Verio	0.0	3.0				DPABI																					10.1093/schbul/sbz087	31504959.0	2019	Effect Of Risperidone Monotherapy On Dynamic Functional Connectivity Of Insular Subdivisions In Treatment-Naive, First-Episode Schizophrenia	Schizophrenia Bulletin
				19.0	192.0	3.0	90.0	https://drive.google.com/folderview?id=0B5zqqbtBrnEHfmdzWkw2SlVNMkhtX0wwOEFsUUZqdU1IUUhFREU4c0xuNEhpR1d3aUt6MWc&usp=sharing			False																			420.0	420.0		64.0						1.0	7.0	1.0	5.0				interleaved							2000.0		General Electric	Signa Excite HDx		3.0												other				True									10.1016/j.neuroimage.2015.06.053		2015	Brain Networks Underlying Bistable Perception	NeuroImage
oblique-axial			mni	30.0	244.0	3.0	65.0	https://coins.mrn.org/	True	boundary-based registration technique implemented in FSL															ANTs	nonlinear							112.0					high-precision diffeomorphic approach implemented in SyN (mutual information cost function)		12.0			T1								T2*-weighted echo-planar image (EPI) sequence		1400.0	2.0	Siemens	Magnetom Trio Tim 	0.0	2.0									1.0							True							False		10.1002/hbm.23917	29235190.0	2017	Intrinsic Functional Connectivity Of The Central Extended Amygdala	Human Brain Mapping
transverse			mni	30.0	220.0	3.0	80.0		True	12DOF	False	Regression with level of trait self-esteem	FLAME 1	randommixedeffects		One sample t-test and regression	FSL	False		both	Double-Gamma HRF	cut off 120s	Exclusion criteria were incompatibility with the MRI scanner, current axis I disorder diagnosis and usage of benzodiazepines, antipsychotics or more than 20 mg of Oxazepam. 	BBR	FSL	linear		one sample t-test and parametric modulation	FSL			Variable	112.0		normcorr	middle volume	FSL MCFLIRT		2.0	8.0	1.0	1.0								0.0		check of raw images, movement, and preprocessing steps	2200.0	2.0	Philips		0.0	2.0		5.0		FSL	5.0.7		29.36					eventrelated	False	False	True	True	True	True		False	False	False	True	True	10.1002/hbm.24742	31348599.0	2019	When I Relive A Positive Me: Vivid Autobiographical Memories Facilitate Autonoetic Brain Activation And Enhance Mood	Human Brain Mapping
						3.0					False																												112.0	20.0										0.44444444444	EPI				Siemens	Tim Trio									25.0					eventrelated													10.1126/sciadv.aaw4358	31355334.0	2019	Emotion Schemas Are Embedded In The Human Visual System	Science Advances
AP					224.0	3.0	76.0																										76.0							5.0						interleaved			SENSE		T2*-weighted gradient multi-echo echoplanar imaging sequence		2375.0		Philips Medical Systems, Best, The Netherlands	full-body Intera 		3.0				SPM	12							eventrelated													10.1038/s41598-020-61892-5	32188908.0	2020	Intact Corticostriatal Control Of Goal-Directed Action In Alcohol Use Disorder: A Pavlovian-to-instrumental Transfer And Outcome-Devaluation Study	Scientific Reports
	none		mni	29.0	200.0	3.0	90.0		True		False										double gamma	180 seconds			SPM8	nonlinear	OLS	regression	SPM8			7	64.0							5067.0		1.0								0.48	EPI		2000.0	2.0	Siemens	Trio TIM	0.0	3.0		6.0	gaussian	SPM	8		42.77					eventrelated		False	True	True	True	True		False	False	True	True	False	10.1371/journal.pbio.1002180	26098873.0	2015	A Sensitive And Specific Neural Signature For Picture-Induced Negative Affect	PLOS Biology
																																								9.0																																											10.1016/j.nicl.2017.09.008	28951832.0	2017	Advancing Functional Dysconnectivity And Atrophy In Progressive Supranuclear Palsy	NeuroImage: Clinical
											False																													3.0																																											10.1016/j.neuropsychologia.2018.12.020	30594569.0	2019	Understanding Perirhinal Contributions To Perception And Memory: Evidence Through The Lens Of Selective Perirhinal Damage	Neuropsychologia
								https://openneuro.org/datasets/ds001748/																																4.0																																											10.1016/j.neuroimage.2019.01.065		2019	Differentiation Of Functional Networks During Long-Term Memory Retrieval In Children And Adolescents	NeuroImage
				30.0	192.0	3.0	90.0				False			randommixedeffects				True		right											756.0								64.0	6.0	6.0	2.0				ascending	Slice timing, Realignment			0.3125			2000.0		Siemens		0.6	3.6				SPM	12	39.0	27.0	22.0				eventrelated			True		True	True		False	False	True			10.1002/hbm.24499	30565343.0	2018	Decoding Vibrotactile Choice Independent Of Stimulus Order And Saccade Selection During Sequential Comparisons	Human Brain Mapping
	AR(1)		mni	25.0	220.0	3.0	82.0		True	DARTEL	False									both								Regression					6400.0							25.0		49.0	T1			ascending			GRAPPA	0.39	EPI		3000.0		Siemens	Magnetom Verio				8.0	Gaussian	SPM	8	35.0	22.4	18.0				blocked			True	True						True	True		10.1523/ENEURO.0222-17.2018	29464194.0	2018	Identification Of Two Distinct Working Memory-Related Brain Networks In Healthy Young Adults	Eneuro
																																								2340.0																																											10.1186/1471-2202-8-91	17973998.0	2007	Fast Reproducible Identification And Large-Scale Databasing Of Individual Functional Cognitive Networks	BMC Neuroscience
								https://github.com/jbernacer/Bernacer_et_al_longitudinal_effort																																12.0																																											10.1016/j.neuroimage.2019.116181		2019	An Amygdala-Cingulate Network Underpins Changes In Effort-Based Decision Making After A Fitness Program	NeuroImage
																	nilearn								SPM12	linear			SPM								SPM			19.0												Manual							SPM			SPM	12								False			True	True					True			10.1371/journal.pcbi.1006565	30496171.0	2018	Atlases Of Cognition With Large-Scale Human Brain Mapping	PLOS Computational Biology
																																								9.0																																											10.1038/s41467-017-01369-8	29184096.0	2017	Development Of Corticostriatal Connectivity Constrains Goal-Directed Behavior During Adolescence	Nature Communications
								https://brainomics.cea.fr/localizer																																1786.0																																											10.1016/j.neuroimage.2015.09.052		2017	The Brainomics/Localizer Database	NeuroImage
30			mni	50.0	192.0	1.5	90.0		True		False			randommixedeffects		regression	spm	False		both	HRF	128			SPM	linear		regression	spm		900.0	variable	64.0						1440.0	4.0	4.0	2.0	T1			ascending	They were subsequently realigned, coregistered, normalized to the Montreal Neurological Institute template, spatially smoothed (8 mm FWHM Gaussian kernel), and high filtered (128 seconds) following SP			0.56	EPI		3740.0	3.0	Seimens	Avanto 	1.0	2.0		8.0		SPM	12	36.0	24.7	18.0				eventrelated			True	True	True	True		True		True	True	True	10.1038/s41467-017-02314-5	29259152.0	2017	Neural Computations Underpinning The Strategic Management Of Influence In Advice Giving	Nature Communications
	FILM standard autocorrelation correction					3.0			True	FLIRT	False		FMRIB's Local Analysis of Mixed Effects (FLAME)	randommixedeffects		Regression		False		both	Gamma HRF	(Gaussian-weighted least-squares straight line fitting, with sigma = 50.0 s)	Inclusion criteria were based on age (minimum = 18 years, maximum = 50 years), and screening for history of neurological or psychiatric illness. 		FSL	nonlinear	FMRIB's Improved Linear Model (FILM)	Regression								middle scan		FNIRT		5.0		5.0					Motion correction; B0 unwarping; brain extraction, spatial smoothing			11.0	T2*-weighted echo-planar imaging			2.0	Siemens	Trio						FSL	6.00	49.0		20.0				eventrelated	True	False	True	True	True			False		True		True	10.1038/nn.3836	25306549.0	2014	Hierarchical Competitions Subserving Multi-Attribute Choice	Nature Neuroscience
			mni	30.0		3.0	70.0	https://doi.org/10.6084/m9.figshare.7347167.v1			False			randommixedeffects		Bayesian Model Selection				right	Canonical HRF		Unstable psychometric functions				Bayesian	GLM			756.0	2	64.0			mean			100.0	6.0	4.0	5.0				interleaved	Realignment, Slice time correction, coregistration, segmentation, normalisation, [Bayesian 1st level analysis], resampling, smoothing				epi		2000.0	2.0	Siemens	Tim Trio				8.0		SPM12	6906	38.0		19.0				eventrelated	False	False	True	True	True	True		False	True	True	True	True	10.7554/eLife.43410	30924769.0	2019	Neural Basis Of Somatosensory Target Detection Independent Of Uncertainty, Relevance, And Reports	eLife
Bottom-up			mni			3.0	90.0		True		False	Healthy volunteers, students in the University of York.	FLAME-1	randommixedeffects		Regression	FSL Feat			right			Inclusion: Native English speakers with Normal or corrected to normal vision. Exclusion: a history of psychiatric or neurological illness, severe claustrophobia, drug use, pregnancy		FSL	nonlinear				540.0	540.0								1.0	116.0	1.0	11.0				interleaved				0.36			3.0		GE	HDx Excite				6.0		FSL	4.1	31.0	20.1	18.0				blocked				True	True					True	True		10.1016/j.neuroimage.2019.116089		2019	Degrees Of Lateralisation In Semantic Cognition: Evidence From Intrinsic Connectivity	NeuroImage
axial	none	FSL	talairach	27.0	256256144.0	3.0	90.0	https://openfmri.org/dataset/ds000224	True	gradient method	False		OLS	randommixedeffects		GLM	FIDL	False		both	FIR (no HRF)		Individuals from the Washington University in St. Louis community	cubic spline (after concatenation with intrasubject registration)	4dfp tools	linear	OLS	general linear model	FIDL				646436.0	cubic spline	correlation	first scan	4dfp tools			1267.0		0.0	T1	False		interleaved	1) slice-time correction 2) intensity normalization 3) motion correction 4) single-step distortion correction + BOLD->T1->atlas registration		none	0.5	echo-planar		2.2	3.0	Siemens	Tim Trio	0.0	4.0	4dfp tools	6.0	gaussian			34.0	29.1	24.0	1.0	7112b atlas	gradient method		True	False	False	True	True	False	False	False	False	True	True	False	10.1016/j.neuron.2017.07.011	28757305.0	2017	Precision Functional Mapping Of Individual Human Brains	Neuron
																																								12.0																																											10.1038/srep27741	27323928.0	2016	Brain Hemodynamic Activity During Viewing And Re-Viewing Of Comedy Movies Explained By Experienced Humor	Scientific Reports
								https://surfer.nmr.mgh.harvard.edu/fswiki/BrainmapOntology_Yeo2015																																70.0																																											10.1093/cercor/bhu217	25249407.0	2014	Functional Specialization And Flexibility In Human Association Cortex	Cerebral Cortex
																																								12.0																																											10.3389/fnbeh.2019.00158	31396060.0	2019	Behavioral And Neural Dysregulation To Social Rewards And Links To Internalizing Symptoms In Adolescents	Frontiers In Behavioral Neuroscience
											True																													11.0																														blocked													10.1016/j.psyneuen.2019.05.022		2019	Intranasal Oxytocin Alters Amygdala-Temporal Resting-State Functional Connectivity In Body Dysmorphic Disorder: A Double-Blind Placebo-Controlled Randomized Trial	Psychoneuroendocrinology
								https://osf.io/y5a8n/												both			Patients: Patients were recruited from a 28-day residential treatment program for substance use disorder at the Veterans Affairs Palo Alto Health Care System. Urine toxicology tests were conducted thr																	9.0										0.76														73.0	37.4	18.0																	10.1001/jamanetworkopen.2018.6466	30646331.0	2018	Association Of Neural Responses To Drug Cues With Subsequent Relapse To Stimulant Use	JAMA Network Open
			mni			3.0			False		False		FLAME1	randommixedeffects		Regression (one-sample t-test)				right							FLAME1	Regression												12.0		1.0								0.56					Philips	Achieva				5.0	Gaussian filter	FSL	5.0	65.0	41.19	18.0				blocked	False	False	True	True	True	True		False	False	False	True	True	10.1371/journal.pone.0209376	30608970.0	2019	Shared And Differential Default-Mode Related Patterns Of Activity In An Autobiographical, A Self-Referential And An Attentional Task	Plos One
																				right																				15.0	2.0	-2.0																						16.0	13.55	8.0				eventrelated													10.1093/scan/nsy117	30608610.0	2019	The Neural Development Of Prosocial Behavior From Childhood To Adolescence	Social Cognitive And Affective Neuroscience
